"COUNTRY","INDICATOR","PRICE_TYPE","S_ADJUSTMENT","TYPE_OF_TRANSFORMATION","FREQUENCY","TIME_PERIOD","OBS_VALUE","SCALE"
"Ukraine","Gross domestic product (GDP)","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2021-Q3","1512884000000",""
"Ukraine","Gross domestic product (GDP)","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2021-Q4","1735940000000",""
"Ukraine","Gross domestic product (GDP)","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2022-Q1","1091508000000",""
"Ukraine","Gross domestic product (GDP)","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2022-Q2","1030900000000",""
"Ukraine","Gross domestic product (GDP)","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2022-Q3","1461098000000",""
"Ukraine","Gross domestic product (GDP)","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2022-Q4","1655608000000",""
"Ukraine","Gross domestic product (GDP)","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2023-Q1","1388161000000",""
"Ukraine","Gross domestic product (GDP)","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2023-Q2","1483162000000",""
"Ukraine","Gross domestic product (GDP)","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2023-Q3","1807595000000",""
"Ukraine","Gross domestic product (GDP)","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2023-Q4","1949043000000",""
"Ukraine","Gross domestic product (GDP)","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2024-Q1","1629400000000",""
"Ukraine","Gross domestic product (GDP)","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2024-Q2","1742535000000",""
"Ukraine","Gross domestic product (GDP)","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2024-Q3","2092353000000",""
"Ukraine","Gross domestic product (GDP)","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2024-Q4","2194371000000",""
"Ukraine","Final consumption expenditure, Private sector","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2016-Q1","351219000000",""
"Ukraine","Final consumption expenditure, Private sector","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2016-Q2","367160000000",""
"Ukraine","Final consumption expenditure, Private sector","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2016-Q3","416128000000",""
"Ukraine","Final consumption expenditure, Private sector","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2016-Q4","454094000000",""
"Ukraine","Final consumption expenditure, Private sector","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2017-Q1","426122000000",""
"Ukraine","Final consumption expenditure, Private sector","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2017-Q2","475799000000",""
"Ukraine","Final consumption expenditure, Private sector","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2017-Q3","519081000000",""
"Ukraine","Final consumption expenditure, Private sector","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2017-Q4","580503000000",""
"Ukraine","Final consumption expenditure, Private sector","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2018-Q1","534995000000",""
"Ukraine","Final consumption expenditure, Private sector","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2018-Q2","578939000000",""
"Ukraine","Final consumption expenditure, Private sector","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2018-Q3","646676000000",""
"Ukraine","Final consumption expenditure, Private sector","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2018-Q4","709145000000",""
"Ukraine","Final consumption expenditure, Private sector","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2019-Q1","659839000000",""
"Ukraine","Final consumption expenditure, Private sector","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2019-Q2","710405000000",""
"Ukraine","Final consumption expenditure, Private sector","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2019-Q3","766815000000",""
"Ukraine","Final consumption expenditure, Private sector","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2019-Q4","821060000000",""
"Ukraine","Final consumption expenditure, Private sector","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2020-Q1","736583000000",""
"Ukraine","Final consumption expenditure, Private sector","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2020-Q2","652937000000",""
"Ukraine","Final consumption expenditure, Private sector","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2020-Q3","795574000000",""
"Ukraine","Final consumption expenditure, Private sector","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2020-Q4","909050000000",""
"Ukraine","Final consumption expenditure, Private sector","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2021-Q1","844878000000",""
"Ukraine","Final consumption expenditure, Private sector","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2021-Q2","883116000000",""
"Ukraine","Final consumption expenditure, Private sector","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2021-Q3","962742000000",""
"Ukraine","Final consumption expenditure, Private sector","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2021-Q4","1076436000000",""
"Ukraine","Final consumption expenditure, Private sector","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2022-Q1","877144000000",""
"Ukraine","Final consumption expenditure, Private sector","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2022-Q2","690933000000",""
"Ukraine","Final consumption expenditure, Private sector","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2022-Q3","836627000000",""
"Ukraine","Final consumption expenditure, Private sector","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2022-Q4","977492000000",""
"Ukraine","Final consumption expenditure, Private sector","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2023-Q1","972938000000",""
"Ukraine","Final consumption expenditure, Private sector","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2023-Q2","919468000000",""
"Ukraine","Final consumption expenditure, Private sector","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2023-Q3","1020792000000",""
"Ukraine","Final consumption expenditure, Private sector","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2023-Q4","1128697000000",""
"Ukraine","Final consumption expenditure, Private sector","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2024-Q1","1117782000000",""
"Ukraine","Final consumption expenditure, Private sector","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2024-Q2","1084681000000",""
"Ukraine","Final consumption expenditure, Private sector","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2024-Q3","1243279000000",""
"Ukraine","Final consumption expenditure, Private sector","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2024-Q4","1330753000000",""
"Ukraine","Changes in inventories","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2016-Q1","5009000000",""
"Ukraine","Changes in inventories","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2016-Q2","225000000",""
"Ukraine","Changes in inventories","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2016-Q3","120840000000",""
"Ukraine","Changes in inventories","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2016-Q4","23436000000",""
"Ukraine","Changes in inventories","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2017-Q1","-6430000000",""
"Ukraine","Changes in inventories","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2017-Q2","-6633000000",""
"Ukraine","Changes in inventories","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2017-Q3","124301000000",""
"Ukraine","Changes in inventories","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2017-Q4","13629000000",""
"Ukraine","Changes in inventories","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2018-Q1","-41266000000",""
"Ukraine","Changes in inventories","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2018-Q2","-49863000000",""
"Ukraine","Changes in inventories","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2018-Q3","147633000000",""
"Ukraine","Changes in inventories","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2018-Q4","-22999000000",""
"Ukraine","Changes in inventories","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2019-Q1","-74664000000",""
"Ukraine","Changes in inventories","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2019-Q2","-43652000000",""
"Ukraine","Changes in inventories","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2019-Q3","108400000000",""
"Ukraine","Changes in inventories","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2019-Q4","-98482000000",""
"Ukraine","Changes in inventories","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2020-Q1","-107648000000",""
"Ukraine","Changes in inventories","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2020-Q2","-109201000000",""
"Ukraine","Changes in inventories","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2020-Q3","86854000000",""
"Ukraine","Changes in inventories","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2020-Q4","-57196000000",""
"Ukraine","Changes in inventories","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2021-Q1","-99697000000",""
